document,label
"온라인 뉴스 리셀러 웹은 핀란드 보안 솔루션 공급업체인 F-Secure의 브라질 사업부가 지난해 1,500명의 신규 고객을 유치했다고 블라디미르 브랜드+_o의 말을 인용 보도했다.",0
"2005년 순이익은 전년 대비 11.4% 증가한 8,220만 유로로 전년 대비 13.8% 증가한 6억 8,650만 유로 매출을 기록했다고 앞서 밝혔다.",0
리투아니아 맥주 시장은 1월 1441만ℓ로 전년 동기 대비 0.8% 증가했다고 리투아니아 맥주협회가 회원들의 결과를 인용해 보도했다.,0
"부동산 포트폴리오의 공정가치는 카피텔리 인수의 결과로 두 배가 되었고 총 2,686.2 유로 1,259.7백만 유로였다.",0
"2011년 2월 10일 - 핀란드 미디어 회사 Sanoma Oyj HEL: SAA1V는 2010년 순이익이 2009년 EUR107.1m에서 거의 3배인 EUR297.3m로 증가했다고 어제 발표했으며, 급여 인상을 제안했습니다.",0
헬싱키 : ELIiV는 오늘 2009년 EPS가 1.13유로로 2008년 EPS 1.12유로에 비해 증가했다고 보고했다.,0
2011년 2월 11일 오전 8시 45분 아스포 주식 거래소 릴리즈. 아스포그룹 계열인 ESL해운이 라우타루키사와 발트해 원재료의 해상 운송을 위한 새로운 장기 계약을 체결했다.,0
"1월에 수익 승객 킬로미터 RPK로 측정한 교통량은 3.2%, 가용 좌석 킬로미터 ASK로 측정한 수용량은 12.2% 증가했다.",0
"2010년 1월부터 9월까지 피스카의 순이익은 전년 동기 대비 14% 증가한 6540만 유로, 순매출액은 4억8770만 유로에서 5억2530만 유로로 증가했다.",0
"생명보험 순이익은 2009년 14.0mn에서 16.5mn로, 손해보험 순이익은 2009년 15.2mn에서 22.6mn으로 증가했다.",0
Nyrstar는 또한 농축된 아연이 공급되는 기간 동안 Talvivaara의 침출 공정에 사용하기 위해 Talvivaara에 연간 최대 15만 톤의 황산을 공급하기로 합의했다.,0
백화점 부문과 하비홀의 매출은 모두 7% 증가했고 의류 매장 자회사 세팔라의 매출은 4% 감소했다.,0
다른 수출 시장에서도 매출이 증가했다.,0
시장금리 상승과 영업 증가 등으로 매출이 증가했다.,0
"이 계약은 액체 취급 제품 및 진단 테스트 시스템을 개발, 제조 및 판매하는 핀란드 공기업 바이오히트 Oyj의 영국 자회사인 바이오히트 헬스케어 Ltd와 체결되었다.",0
"회사는 또 이미 진행된 투자가 2009년 1억4,170만 유로에 달했던 2010년 순매출액 증가로 이어질 것으로 추산하고 있다.",0
"2007년 9월 30일 이 회사의 주문 장부는 1.5 bln 유로 2.2 bln으로 전년 동기 대비 24.2 pct 상승했으며, 국제 주문량은 365 mln 유로 534.3 mln에 달했다.",0
"회사 측은 발행용지를 포함한 주요 시장에서 모두 용지 수요가 증가했으며, 지난해 대비 평균 용지 가격을 4% 인상했다고 밝혔다.",0
"파트너십의 틀 안에서, 노키아 지멘스 네트웍스는 러시아에서 가장 큰 마이크로 전자 부품 제조업체이자 수출업체인 Sitronics 자회사인 JSC Mikron과 초기 프레임워크 구매 계약을 체결했다.",0
세팔라의 수익은 0.2% 증가하여 10.1m가 되었다. 핀란드는 수익이 2.4% 감소한 6.8M유로를 기록했고 해외 판매는 6.2% 증가한 3.3M유로를 기록했다.,0
노키아의 3분기 실적이 2배 가까이 증가했으며 세계 휴대폰 시장에서 노키아의 점유율이 증가했다고 26일(현지시간) 밝혔다.,0
SAB는 25일(현지시간) 발표한 재무보고서에서 순이익이 1년 전 0.114bn에서 2010년 6.745bn으로 급증했으며 주당 배당금 50%를 인상할 것이라고 밝혔다.,0
"백화점 부문 매출은 15%, 의류전문점 자회사 세팔라는 8% 증가한 반면 하비홀 매출은 12% 감소했다.",0
핀란드 언론사 알마미디어의 신문들의 요청에 따라 투르쿠경제대학 핀란드선물연구센터의 야리 카이보오하 연구책임자는 덴버대가 개발한 모델을 활용해 핀란드 국가경제의 미래 시나리오를 작성했다.,2
이 회사는 글로벌 고객의 신기술 개발을 지원하고 제품 개발에서 애플리케이션 및 대량 생산까지 빠른 경로를 제공합니다.,2
"`` 크라모핀란드 타투 하우히오 상무는 ""이번 신규 계약은 올해 초 레민카이넨 그룹과 체결한 레민카이넨 탈로 오이이타-자 포호이스 수오모의 건설기계 전량을 인수해 유사계약으로 체결된 협약의 연장선""이라고 말했다.",2
KESKO CORPORATION STECHERSE 28.02.28 09.30 1 ( 1)에 Kesko Corporation과 Aspo plc는 오늘 아스포가 Kesko가 전적으로 소유한 자회사인 카우코텔코의 주식 자본을 인수하는 계약에 서명했다.,0
2006년 12월 5일 15.45 유로에서 스폰다 스폰다에 대한 신디케이트 크레디트 퍼실리티 15.45 유로에 발표된 스폰다 스폰다는 총 15억 유로의 신디케이트 크레디트 퍼실리티 계약을 체결했다.,0
새 발전소는 최대 350메가와트(MW)의 전력을 생산할 수 있으며 동일한 열 발전 용량을 갖출 계획이다.,2
" 따라서, 자동차의 판매 성장은 타이어 시장에 상당한 영향을 미친다.'",2
"2004년 스톡옵션제도에 따라 B옵션을 행사하면 최대 666,104주의 신규주식이 추가로 청약될 수 있다.",2
핀란드 헬싱키와 에스토니아 탈린을 잇는 노선의 경우 화물량이 36% 증가한 반면 핀란드-스웨덴 간 화물량은 9% 감소했다.,2
"다른 조치들은 그리말디 그룹 내에서 시너지 효과와 규모의 경제를 증가시키는 것과 인원 조정, 해고, 초과 톤수의 재인도를 포함했다.",2
린쿠스키아는 판매량을 137만 리터로 18.1% 늘렸고 카우노 알루스의 판매량은 96만 리터로 14.3% 성장했다.,0
텔레콤월드와이어-2006년 4월 7일-TJ 그룹은 모닝 디지털 디자인 Oy 핀란드 IT 회사인 TJ 그룹 PLC의 지분을 Edita Oyj에 매각하기로 합의했다고 금요일 밝혔다.,0
"시리즈A 신주 718,430주는 2006년 7월 3일 헬싱키 증권거래소 메인리스트에서 이전 시리즈A 주식과 함께 거래될 예정이다.",2
Tiimari는 핵심 핀란드 시장을 포함하여 6개국에서 194개의 매장을 운영하고 있으며 2005년 76.5mln유로의 매출을 올렸다.,2
본 계약에 따라 Biohit은 유럽 전역의 VWR 고객에게 피펫터 및 일회용 피펫터 팁을 중점적으로 공급하게 되었습니다.,0
"우리가 복잡하고 강화된 서비스 체인을 제공할 수 있도록 해주는 모든 서비스의 조합은 발트해 항구 연결뿐만 아니라 지중해, 아프리카, 북미에 이르는 세계적인 그리말디 네트워크에 접근할 수 있도록 하는 것이다.",0
하나의 유리한 지점에서 나오는 맹점이 없기 때문에 수사관들은 끊기지 않은 비디오 없이 모든 이야기를 고해상도로 볼 수 있다.,2
"동사는 2010년 매출액이 2009년보다 소폭 증가할 것으로 여전히 전망하고 있으며, ""올해 계약제조업의 시장개척에 대한 신뢰할 수 있는 예측을 하기에는 시장예측성이 여전히 너무 열악하다""고 덧붙였다.",0
이번 인수로 Kemira는 러시아 금속 산업 코팅 시장에서 매출과 시장 지위를 상당히 높일 수 있을 것이다.,0
2007년 1월부터 9월까지 핀라인스의 순매출액은 2006년 같은 기간의 473.5 mn에서 505.4 mn으로 증가했다.,0
그룹 구조의 변화에 따라 부서의 순매출은 1.7% 증가했다.,0
"`` 이 변화는 성장하는 사업의 운영 효율성을 최적화할 것입니다""라고 피스카의 마케팅 커뮤니케이션 담당 이사인 줄리아 프로하스카는 말했다.",0
"`` 그들은 물리적 기반 시설에 투자할 뿐만 아니라 과학기술 단지를 관리하고 발전시키기 위한 노하우를 제공할 것입니다,"" 라고 선라이즈 밸리 책임자 안드리우스 바그도나스 씨가 말했습니다.",0
핀란드 아크티아 그룹의 영업이익은 2009년 1분기 8.2 mn에서 2010년 1분기 17.5 mn으로 증가했다.,0
핀란드 은행의 연결기준 순영업이익은 2005년 1분기 4.8mn에서 2006년 1분기 6.4mn으로 증가했다.,0
"핀란드의 첨단 기술 제공업체 바하토 그룹은 2007년 9월부터 2008년 2월까지의 회계 기간 동안 41.8 mn의 순매출액을 보고했는데, 이는 전년 동기 대비 11.2% 증가한 수치이다.",0
핀란드 식품산업 회사인 L+에넨 테흐타트의 지속적인 영업은 2007년 309.6 mn에서 2008년 349.1 mn으로 13% 증가했다.,0
바이오히트는 이미 많은 기존 제네시스 고객들에게 서비스를 제공하고 있으며 이번 계약으로 고객층이 확대될 것으로 예상된다.,0
3개월간의 영업이익과 매출액은 2005년 같은 기간에 비해 각각 0.9M 유로와 8.3M 유로로 증가하였다.,0
의류 체인 셉+엘+엘+엘의 순매출은 7.0% 증가한 30.8유로였다.,0
핀란드와 스웨덴 건설 시장은 2008년에도 여전히 연간 4%의 성장률을 보이고 있다.,0
다만 바이오히트는 총 순매출액이 2009년에도 계속 증가할 것이며 순매출 호조세가 2009년에도 이익으로 이어질 것으로 전망했다.,0
2009년 Fiskars의 영업활동 현금흐름은 121만 유로로 전년도의 97만 유로에서 증가하였다.,0
"2008년 4분기 순매출은 2007년 4분기 1,027.0mn에서 1,050.7mn으로 2% 증가했다.",0
"해외 판매는 59.8% 증가하여 1,244.4 mn을 기록했다.",0
2010년 4~6월 순매출액은 전년 동월 438만 유로에서 655만 유로로 증가했다.,0
인도된 충전기 수가 6590만대로 41% 증가하면서 순매출액은 전년 대비 25.5% 증가한 59.6m를 기록했다.,0
영업이익률은 11.2%에서 11.7%로 증가했다.,0
영업이익은 2008년 4분기 2.8 mn에서 500만 유로로 증가했다.,0
영업이익은 EUR 23.0mn에서 24.5mn으로 증가했다.,0
라미렌트의 2분기 순매출액은 1억2870만 유로로 지난해 2억2460만 유로에 비해 3.3% 증가했다.,0
수익은 2퍼센트 증가한 7억 4300만 달러를 기록했다.,0
루키는 2010년 9월 노르웨이의 아케르 솔루션스와 핀란드 칼라요키에서 24개의 흡입 앵커를 공급하기로 계약을 체결했다고 발표했다.,0
사노마 잡지의 순매출은 2006년에 증가할 것으로 추정된다.,0
"주간 기준으로 서킷의 전체 생산량은 현재 하루 평균 40,000톤을 초과하고 있으며, 하루에 50,000톤을 초과하는 양에 도달하고 있다.",0
이 회사의 연결 영업이익은 15.86만 유로로 전년 대비 4.14만 유로에서 증가하였다.,0
백화점 부서는 매출이 4% 증가했다고 보고했다.,0
이 회사의 투자부동산 공정가치는 1년 전 269만1000유로에서 2009년 3월 말 28억3000만유로까지 성장했다.,0
"지난 분기는 순매출액 기준으로 2009년 최고의 분기였으며, 영업이익률은 12.2%로 상승했습니다.",0
이 거래는 테크노멘스의 노동력을 두 배로 늘리고 그들의 순매출에 4분의 1을 더 추가한다.,0
" 영업이익은 26.9% 증가한 1억5,840만 유로였다.",0
`` 이번 인수로 크라모는 라트비아 시장에서 두 번째로 큰 렌털 서비스 업체가 된다.,0
2010년 10월 21일 - 핀란드 낚시 태클 회사인 라팔라 VMC Corp(HEL : RAP1V)는 2010년 첫 9개월 동안 순이익이 전년 동기 15.1만 유로에서 18.9만 유로로 증가했다고 발표했다.,0
모델 기반 소프트웨어 공급업체인 테클라의 구조 BIM(빌딩 정보 모델링) 소프트웨어가 아부다비의 대학 프로젝트의 건설 관리 및 전달을 위해 채택되었습니다.,2
핀란드 메소미네랄스에 따르면 12개월 만에 이 회사의 수주액이 1.9억 유로까지 올랐다.,0
핀란드 알다타솔루션은 프랑스 유통사 2곳에 G.O.L.D 시스템 공급 계약을 체결했다.,0
핀란드 금융그룹 악티아의 2009년 영업이익은 2008년 6.6 mn에서 47.0 mn으로 증가했다.,0
핀란드 산림기계 제조업체 폰세의 순매출액은 2009년 37.5mn에서 2010년 1분기 51.3mn으로 성장했다.,0
핀란드 KCI Konecranes는 2006년 순매출 성장률을 25% 이상에서 35% 이상으로 상향 조정했다.,0
반도체·센서 산업용 실리콘 웨이퍼를 제조·가공하는 핀란드 옥메틱과 노르웨이 태양광 웨이퍼 업체 노르선이 태양광전지 제조용 노르썬 모노 실리콘 크리스털을 공급하는 계약을 체결했다.,0
"핀란드 폰세는 남아프리카에서 폰세 산림 기계, 수확기 헤드, 정보 시스템의 보급과 지원을 위한 협약을 밥콕 아프리카와 체결했다.",0
남아공 사피는 핀란드 M-리얼 코퍼레이션의 그래픽 페이퍼스 사업부 인수로 핀란드에 진출한 외국 최대 산림산업 기업이 된다.,0
Pekka Silvennoinen 부대표에 따르면 목표는 향후 3년간 두 배의 이직이다.,0
"광고와 발행부수는 각각 3.4%, 0.4% 성장했다.",0
"인수 후, 크라모는 라트비아 시장에서 두 번째로 큰 렌털 서비스 업체가 될 것이다.",0
알마미디어는 기존 전망대로 순매출이 늘어날 것으로 보고 있다.,0
또한 레밍크+아이넨의 회계기간 이익은 1년 전 -24.5 mn에서 3.1 mn으로 증가했다.,0
2007년 3월 말 이 그룹의 주문 장부는 39.6 유로로 2006년 같은 기간보다 42% 증가했다.,0
"동시에 회사의 이익은 H1에서 10% 증가하여 Ls 7만9,000에 도달하였다.",0
"게다가 우리는 다양한 소시지의 고기 비중을 늘렸고 그릴 제품과 시쉬 케밥 부문에서 많은 새로운 맛을 제공하고 있습니다""라고 파벨은 말했다.",0
12개월 동안의 영업이익과 순매출은 2004년 회계연도에 비해 각각 10.5억 유로와 28.8억 유로에서 증가했다.,0
12개월 동안의 영업이익과 순매출은 2004년 회계연도에 비해 각각 20.8백만 유로와 177.7백만 유로에서 증가했다.,0
12개월간의 영업이익과 순매출은 2004년에 비해 각각 4.7백만 유로와 26.7백만 유로에서 증가했다.,0
"영업이익과 당기순매출 모두 2006년 동기 대비 각각 26.6%, 3.4% 증가했다.",0
6개월간의 영업이익과 순매출 모두 2007년 같은 기간에 비해 각각 13.8억 유로와 143.6억 유로로 증가하였다.,0
6개월간의 영업이익과 순매출은 2005년 같은 기간에 비해 각각 0.4백만 유로와 3.2백만 유로에서 증가하였다.,0
영업이익과 순매출은 2006년 같은 기간에 비해 각각 .18 유로와 127.6 유로에서 증가하였다.,0
6개월간의 영업이익과 순매출은 2005년 같은 기간에 비해 각각 .5M 유로와 655.5M 유로에서 증가하였다.,0
3개월간의 영업이익과 순매출은 2005년 같은 기간에 비해 각각 15.1 유로와 131.5 유로로 증가하였다.,0
3개월간의 영업이익과 순매출 모두 2006년 같은 분기에 비해 각각 16.0만 유로와 139만 유로로 증가했다.,0
"9개월 영업이익과 매출액이 각각 1년 전 같은 기간에 비해 2.4m, 43.8m 증가했다.",0
6개월간의 영업이익과 매출액은 2007년 같은 기간에 비해 각각 17.6 유로와 1149.9 유로로 증가했다.,0
"6개월 영업이익과 매출액이 각각 1년 전 같은 기간에 비해 0.1m, 29.0m로 증가했다.",0
화물량이 7% 증가했다.,0
화물량이 약 5% 증가했다.,0
2004년 7억 3천만 유로에서 8억 5천 4백만 유로로 증가하였다.,0
디지아는 2010년 1월부터 6월까지의 총 순매출액이 67.8백만 유로로 2009년 같은 기간(61.9백만 유로)에 비해 9.7% 증가했다고 밝혔다.,0
희석주당이익(EPS)은 0.09유로에서 0.52유로까지 상승했다.,0
희석주당이 0.50유로에서 3.68유로로 올랐다.,0
그리말디는 2005년에 1.7 bln 유로 ($ 2.182 bln)의 매출을 올렸다고 2006년 5월 29일 ANSA가 보도했다.,2
EPS는 2008년 3분기 0.00유로에 비해 3분기 그룹 순매출액은 2008년 3분기 14.9M유로에 비해 2.8% 증가한 15.3M유로에 그쳤다.,0
지분율은 54.2%에 비해 60.9%로 2007년 3분기 냉동식품 사업의 순매출액은 총 11.0유로로 2006년 3분기보다 약 5% 증가했다.,0
"2010년 5월 6일 핀란드 섬유 및 의류 디자인 회사 마리메코 오이(MMO1V)는 2010년 1분기 순이익이 전년 동기 13,000유로에서 2010년 1분기 928,000유로로 증가했다고 밝혔다.",0
핀란드에 본사를 둔 전자제품 제조서비스 회사인 엘코텍 SE는 17일(현지시간) 통신장비 회사인 앤드류 코퍼레이션과 장기적인 제조공급계약을 체결했다고 밝혔다.,0
"핀란드의 식기 및 수공구 제조업체 피스카스 오이 압(Fiskars Oyj Abp, HEL : FISAS)은 2010년 3분기 순이익이 전년동기 1790만 유로에서 2,410만 유로(USD 33.6m)로 증가했다고 오늘 밝혔다.",0
핀란드 백화점 체인인 스톡만 오이 압프(Stockmann Oyj Abp)의 순이익은 2006년 같은 기간의 37.4 mln($ 53.4 mln)에서 2007년 9월까지 39.8 mln($ 56.8 mln)으로 증가했다.,0
핀란드의 리프팅 장비 제조업체 코네크라네스 오이(Konecranes Oyj)는 2008년 상반기 순이익이 2007년 같은 기간의 57.1mln(89.1mln)에서 71.2mln(달러 111.1mln)으로 증가했다고 2008년 7월 30일 밝혔다.,0
핀란드의 금속 산업 솔루션 공급업체인 아우토텍 오이(Outotec Oyj)의 순이익은 2006년 같은 기간의 20.1 mln($ 28.9 mln)에서 2007년 9월까지 50.4 mln($ 72.5 mln)로 증가했다.,0
핀란드 사무용품 및 컴퓨터 액세서리 판매업체 벨트톤 그룹은 2005년 1.13mln유로에서 2006년 1.3mln유로로 순이익이 증가했다고 밝혔다.,0
핀란드 소프트웨어 개발업체인 Done Solutions Oyj는 순이익이 2005년 2.3mln유로에서 2006년 3.5mln유로로 증가했다고 밝혔다.,0
1분기 영업이익은 전년 동기 33mln에서 41mln유로로 상승했다.,0
"인수에 이어 릴라콤은 핀란드 내 입지를 강화해 모바일 및 고정 네트워크 구축, 설치, 유지보수 서비스를 통해 사업자와 사무실 시장에 서비스를 제공할 예정이다.",0
"2010년 첫 9개월 동안 회사의 순이익은 2009년 해당 기간의 30만 유로에서 4,100만 유로로 증가하였다.",0
그러나 2010년 순매출액은 2009년 582.3m에서 598.3m로 증가한 것으로 보인다.,0
그러나 2010년 4월부터 6월까지 매출이 성장세로 돌아섰다고 페카 엘로홀마 CEO는 말했다.,0
핀란드 양조장이 장악하고 있는 라구티스는 맥주 판매량이 1044만 리터로 5.4퍼센트 증가했으며 11.09퍼센트 시장 점유율을 기록했다.,0
노르딕 그룹 발트 음료 홀딩(BBH)이 운영하는 스비투리스-우테노스 알루스는 올 1월부터 5월까지 맥주 판매량이 4.7퍼센트 증가한 4622만 리터를 기록했다.,0
"리투아니아 맥주협회 회원들은 12월에만 총 2,030만 리터의 맥주를 판매했는데, 이는 2004년 12월의 1,992만 리터의 판매량보다 1.9% 증가한 수치다.",0
2009년 1월부터 9월까지 그룹의 순이자 수익은 2008년 1월부터 9월까지 74.3 mn에서 112.4 mn으로 증가했다.,0
2010년 1분기에 +_land 은행의 순이자 수익은 9.1 mn에서 9.7 mn으로 증가했다.,0
스웨덴에서는 검토 대상 기간의 영업이익이 총 3.4 유로로 2005년 같은 기간보다 30.8% 증가했다.,0
2009년 4분기 오리온의 순이익은 전년 동기 대비 33.8% 증가한 33억 유로로 집계됐다.,0
2010년 2분기 순이익은 2009년 4월부터 6월까지 250만 유로에서 310만 유로로 증가했다.,0
2010년 2분기 순이익은 2009년 4월부터 6월까지 2.5백만 유로에서 3.1만 유로로 증가했다.,0
시장점유율은 48.51%로 1년 전(48.31%)보다 크게 늘었다.,0
연간 총 수익은 160mln zloty ($56.9mln-42.3mln 유로)이다.,2
코네의 순매출은 2008년 첫 9개월 동안 전년 동기 대비 약 14% 증가했다.,0
(ADP News ) - 2009년 2월 12일 - 핀란드 IT 솔루션 공급업체인 Affecto Oyj(헬: AFE1V)는 2007년 700만 유로에서 2008년 850만 유로(USD 11m)로 순이익이 증가했다고 밝혔습니다.,0
"(ADP News ) - 2009년 2월 6일 핀란드 낚시 태클 회사 Rapala VMC Corp(헬: RAP1V)는 순이익이 2007년 1750만 유로에서 2008년 1,920만 유로로 증가했다고 밝혔습니다.",0
(ADP News ) - 2008년 11월 5일 - 핀란드의 전자 측정 제품 및 솔루션 제조업체인 Vaisala Oyj(OMX : VAIAS)는 오늘 순이익이 2008년 첫 9개월 동안 1천 8백만 유로(23.1m)로 증가했다고 밝혔습니다.,0
"(ADP News ) - 2008년 10월 29일 - 핀란드의 리프팅 장비 제조업체 코네크라네스 오이 (OMX : KCR1V)는 자사의 순이익이 2008년 첫 9개월 동안 7,360만 유로에서 1억 1,660만 유로 ($149.1m)로 증가했다고 오늘 밝혔다.",0
순이자 수입은 2004년 30.0 mn에서 31.4 mn으로 4.5% 증가했다.,0
순이자 수입은 152.2 mn으로 2008년 101.0 mn에서 증가하였다.,0
순이자 수익은 32.7 mn에서 39.3 mn으로 증가했다.,0
식물성 오일 사업의 순매출은 10.1 mn에서 10.6 mn으로 증가했다.,0
영업수익은 2009년 600.3 mn에서 696.4 mn으로 증가했다.,0
"카우팔레티 그룹의 영업이익은 2006년 3분기 1.3mn에서 1.5mn으로, 마켓플레이스의 영업이익은 1.0mn에서 1.3mn으로 증가했다.",0
영업이익은 1.94 mn에서 2.45 mn으로 증가했다.,0
영업이익은 19.9㎖에서 22.1㎖로 증가했다.,0
영업이익은 2006년 해당 기간의 1.1 mn에서 1.6 mn으로 증가하였습니다.,0
영업이익은 2006년 같은 기간의 23.2 유로에서 103.4 유로로 증가했다.,0
영업이익은 2006년 해당 기간의 9.7 mn에서 13.5 mn으로 증가했다.,0
영업이익은 2006년 해당 기간의 14.9 mn에서 26.7 mn으로 증가하였다.,0
영업이익은 2008년 해당 기간의 1.0 mn에서 3.2 mn으로 증가하였습니다.,0
영업이익은 3.6 mn에서 4.7 mn으로 증가했다.,0
영업이익은 4.6 mn에서 4.7 mn으로 증가했다.,0
영업이익은 2007년 해당 기간의 6.8 mn에서 9.2 mn으로 증가했습니다.,0
영업이익은 전년도의 1.6m 유로에서 2.4m 유로로 증가했다.,0
영업이익은 EUR7.5MN에서 11.4MN으로 증가했다.,0
영업이익은 139.7 mn으로 113.8 mn보다 23% 증가했다.,0
"2010년 1월부터 9월까지, 7월부터 9월까지 각각 5억7600만 유로와 17억 유로로 전년 동기 대비 40%, 30% 증가했다.",0
수주액은 전년 대비 55% 증가한 732만 유로로 집계됐다.,0
승객 관련 수익은 2009년 438.5 mn에서 460.8 mn으로 5.1 % 증가했다.,0
세전 이익은 2005년 해당 기간의 EUR 0.4 mn에서 EUR 0.6 mn으로 상승했습니다.,0
세전 이익은 2005년 14.9 mn에서 17.8 mn으로 증가했습니다.,0
세전 이익은 총 397.4 유로로 164.7 mn에서 증가하였다.,0
"앞서 삼성전자는 올해 EBIT와 매출 성장률을 각각 20ppt, 10ppt로 안내했다.",0
이전에는 영업이익이 2005년 수준에 도달할 것으로 추정했다.,0
이 기간의 이익은 2006년 같은 기간의 33.9 mn보다 증가한 39.4 mn 유로였다.,0
이 기간의 이익은 1.3 mn에서 5.9 mn으로 증가했다.,0
이 기간의 이익은 9.8 mn으로 2004년 6.0 mn에서 증가하였다.,0
매출은 12% 증가하여 36억 달러(45억 달러)를 기록했다.,0
의류 판매가 가장 잘 발달했다.,0
사타마의 2007년 3분기 순이익은 2006년 같은 기간의 27만 유로에서 27만 5천 유로로 증가했다.,0
노르딕 그룹 발트 음료 홀딩(BBH)이 지배하는 스비투리스-우테노스 알루스는 올 1~9월 맥주 판매량이 6.1% 증가한 1억199만L를 기록했다.,0
이는 지난해 예상 판매량 1억1700만대에 비해 증가한 수치이다.,0
이 협약은 테클라 스트럭쳐스의 사용 범위를 교량 설계로 확대한다.,0
목표는 2006년에 최소한 5분의 1의 판매량을 늘리는 것이다.,0
그 회사는 2008년 상반기 순매출이 예년 수준에 도달할 것으로 예상하고 있다.,0
회사의 총 영업이익(EBIT)은 0.0 mn로 전년 동기 대비 -0.3 mn보다 증가하였다.,0
"EPS 전망은 2007년에 5.6pct, 2008년에 7.0pct가 증가하였다.",0
"투자부동산의 공정가치는 총 2,534.9 mn으로 2006년 2,455.1 mn에서 증가하였다.",0
핀란드 정부는 19일(현지시간) 화학 및 비료 그룹 케미라 오이(Kemira Oyj)의 지분 32%를 6억5560만달러(약 8억9000만달러)에 매각했다고 밝혔다.,0
그 회사는 2005년에 187 mln 유로의 매출을 올렸다.,2
2006년 11월 20일 핀란드 무역 관보에 증자가 등록되었다.,0
그레인 트레이딩의 영업이익은 2005년 1.4 mn에서 2.0 mn으로 증가하였다.,0
주가는 수요일 이틀째 상승해 이틀간 12파운드까지 올랐다.0 아니면 2.0 %.,0
이번 거래는 발트해 지역과 동부 시장에서 확장하려는 아스포의 전략에 따른 것이다.,0
하지만 기준금속의 가격이 다소 회복되고 있고 중국의 금속 수요도 증가했다.,0
"TietoEnator 자체는 노키아의 Intellisync Mobile Suite의 무선 이메일, 캘린더, 기기 관리 기능을 사용하며, 회사는 이제 이러한 서비스를 고객들에게 확장할 것이다.",0
총 영업 수익은 전년 동기 대비 27.6% 증가한 6100만 유로입니다.,0
Vacon의 영업 현금 흐름은 1년 전 21.9 mn에서 37.1 mn으로 증가했다.,0
바이컨은 200kW에서 최대 2MW의 전력 범위로 루셀프롬에 드라이브를 공급한다.,2
